covidence,author,year,country,location,latitude,longitude,climate,Experiment_T,mat (C),map (mm),season_exposure,day_exposure,soil,type,ph,om,om_units,oc,oc_units,texture,clay,clay_units,sand,sand_units,ec( dsm-1),ec_units,cec,cec_units,N,N_units,N_types,P,P_units,P_types,as_s,cd_s,cu_s,pb_s,zn_s,se_s,ni_s,co_s,mn_s,cr_s,hg_s,units_s,n_s,fraction_s,Bioavailable,sp,name,cultivar,p_density (ind./m2 or pots),ba_total,ba_stem,ba_leaf,br,units_b,as_ba,cd_ba,cu_ba,pb_ba,zn_ba,se_ba,ni_ba,co_ba,mn_ba,cr_ba,hg_ba,units_te_ba,n_te_ba,organs_ba,as_br,cd_br,cu_br,pb_br,zn_br,se_br,ni_br,co_br,mn_br,cr_br,hg_br,units_te_br,n_te_br,organs_br,as_ba.1,cd_ba.1,cu_ba.1,pb_ba.1,zn_ba.1,se_ba.1,ni_ba.1,co_ba.1,mn_ba.1,cr_ba.1,hg_ba.1,units_te_ba.1,n_te_ba.1,organs_ba.1,as_ba.2,cd_ba.2,cu_ba.2,pb_ba.2,zn_ba.2,se_ba.2,ni_ba.2,co_ba.2,mn_ba.2,cr_ba.2,hg_ba.2,units_te_ba.2,n_te_ba.2,organs_ba.2,comments
83,Kubatova,2018,Czech Republic,Pribram,49 42'24''N,13 58'32''E,,,6.5,700,4,,,Cambisol,5.66,,,4.1,%,,,,,,,,166,mmol kg-1,,,,14,mg kg-1,Mehlich iii,,7.3,,1370,218,,,,,,,mg kg-1,50,Pseudo-total (aqua regia soluble),Plant-available,P2,Populus nigra,,"1 plant/0,325m2",792.77,,,,g/plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.55,,16.47,126.95,,,,,,,mg kg-1,8,Stems,,,,,,,,,,,,,,,coppiced
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix caprea,,40000 plant ha-1,,14.99999716,0.304259644,, t ha-1 yr-1,,5.6,4.6,,1305,,4.3,,,1.4,,mg kg-1,3,leaves,,,,,,,,,,,,,,,,2.7,3.8,,204,,1.1,,,0.7,,mg kg-1,3,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix gmelinii,x calodendron Balana,40000 plant ha-1,,19.09937746,0.588234693,, t ha-1 yr-1,,5.3,4.6,,1484,,3.8,,,0.9,,mg kg-1,3,leaves,,,,,,,,,,,,,,,,2.9,4.4,,250,,1.5,,,0.9,,mg kg-1,3,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix gmelinii,x calodendron Hybrida,40000 plant ha-1,,14.06832156,2.494929083,, t ha-1 yr-1,,3.8,6,,957,,2.8,,,0.9,,mg kg-1,3,leaves,,,,,,,,,,,,,,,,2.5,3.5,,247,,1.6,,,1.1,,mg kg-1,3,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix chilensis,,40000 plant ha-1,,2.888193071,0.953346266,, t ha-1 yr-1,,1.8,7.9,,404,,4.9,,,1.1,,mg kg-1,4,leaves,,,,,,,,,,,,,,,,1.8,7.8,,46,,4.3,,,5.7,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix matsudana,,40000 plant ha-1,,20.86956237,5.456389002,, t ha-1 yr-1,,1.5,5.9,,381,,2.2,,,0.4,,mg kg-1,5,leaves,,,,,,,,,,,,,,,,1.6,4.9,,94,,0.9,,,1.2,,mg kg-1,5,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix reichardtii,x reichardtii,40000 plant ha-1,,15.18633398,2.068965581,, t ha-1 yr-1,,2.6,5.3,,323,,2.9,,,0.6,,mg kg-1,5,leaves,,,,,,,,,,,,,,,,1.2,2.9,,82,,1.8,,,1.2,,mg kg-1,5,Stems,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,"37 59'32"" S","144 36'58"" E",,,,,1,,,,6.3,,,,,,,,,,0.4,mS cm-1,,,0.57,%,total,2829,mg kg-1,total,11,1,49,6,240,,36,,,117,,mg kg-1,,total,all fractions available,,Salix viminalis,,40000 plant ha-1,,10.90062112,2.860040656,, t ha-1 yr-1,,2.7,4.9,,707,,3,,,0.9,,mg kg-1,5,leaves,,,,,,,,,,,,,,,,1.6,4.3,,190,,1.5,,,1.5,,mg kg-1,5,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.7,96,203,421,,185,27.9,,195,,mg kg-1,32,total,Bioavailable (DTPA),P1,Populus deltoides,subsp. monilifera (x canadensis),10000 trees/ha,2587,,,,kg/ha,,,13.4,5,89,,6.25,,,,,mg kg-1,,leaves,,,12.05,13.75,127,,8.95,,,,,mg kg-1,,Roots,,,10.85,8.75,168,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.7,96,203,421,,185,27.9,,195,,mg kg-1,32,total,Bioavailable (DTPA),P2,Populus deltoides,,10000 trees/ha,1643,,,,kg/ha,,,10.5,<4.0,490,,5.25,,,,,mg kg-1,,leaves,,,7.65,14.35,65,,10.1,,,,,mg kg-1,,Roots,,,8.7,7.75,157,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.7,96,203,421,,185,27.9,,195,,mg kg-1,32,total,Bioavailable (DTPA),P3,Populus alba,,10000 trees/ha,1606,,,,kg/ha,,,11.9,25.1,1003,,4.4,,,,,mg kg-1,,leaves,,,13.15,12.85,157,,7.6,,,,,mg kg-1,,Roots,,,8.4,8.5,259,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,92,227,396,,186,27.7,,191,,mg kg-1,32,total,Bioavailable (DTPA),S1,Salix alba,,10000 trees/ha,2641,,,,kg/ha,,,11.15,9,610,,6.4,,,,,mg kg-1,,leaves,,,11.95,14.4,112,,11.6,,,,,mg kg-1,,Roots,,,10.4,7.85,270,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,92,227,396,,186,27.7,,191,,mg kg-1,32,total,Bioavailable (DTPA),S2,Salix viminalis,,10000 trees/ha,1440,,,,kg/ha,,,15.5,8.4,897,,8.4,,,,,mg kg-1,,leaves,,,9.65,9.75,168,,8.15,,,,,mg kg-1,,Roots,,,9.45,7.35,380.6,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,92,227,396,,186,27.7,,191,,mg kg-1,32,total,Bioavailable (DTPA),S3,Salix babylonica,,10000 trees/ha,2671,,,,kg/ha,,,13.05,5.55,413,,9,,,,,mg kg-1,,leaves,,,20.7,15.6,141,,12.55,,,,,mg kg-1,,Roots,,,10.8,<4.0,302,,3.9,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,81,193,442,,186,28.1,,206,,mg kg-1,32,total,Bioavailable (DTPA),R1,Robinia pseudoacacia,,10000 trees/ha,4922,,,,kg/ha,,,5.65,<4.0,39.9,,<2.3 ,,,,,mg kg-1,,leaves,,,18.7,16.75,30.6,,12.7,,,,,mg kg-1,,Roots,,,8.95,7.05,31.5,,3.1,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,81,193,442,,186,28.1,,206,,mg kg-1,32,total,Bioavailable (DTPA),R2,Robinia pseudoacacia,,10000 trees/ha,3290,,,,kg/ha,,,5,<4.0,38.1,,2.65,,,,,mg kg-1,,leaves,,,12.9,19.6,44,,18.3,,,,,mg kg-1,,Roots,,,7.45,5.75,35,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
2140,Padoan,2020,Italy,Turin,45 03' N,7 40' E,humid subtropical,,,800,2,,,,8.4,,,1.93,%,,5.6,%,65.3,%,,,5.2,cmol/kg,0.11,%,total,13.1,mg kg-1,P olsen,,1.6,81,193,442,,186,28.1,,206,,mg kg-1,32,total,Bioavailable (DTPA),R3,Robinia pseudoacacia,,10000 trees/ha,4153,,,,kg/ha,,,7,<4.0,40.5,,3.1,,,,,mg kg-1,,leaves,,,11.95,14.9,32,,9.35,,,,,mg kg-1,,Roots,,,7.7,7.1,31,,<2.3,,,,,mg kg-1,,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,T,Technosol,6.91,,,,,,,,,,,,,,,,,,,,1593,,,210.6,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.010304421,0.062763454,0.010280382,g,110.6557488,,,3.493975904,,,,,,,,mg kg-1,4,leaves,2320.225179,,,108.1081081,,,,,,,,mg kg-1,4,Roots,229.5082072,,,2.530120482,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,L,Litter,5.6,,,,,,,,,,,,,,,,,,,,24.6,,,3.6,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.11428569,0.370960201,0.066355159,g,44.26229951,,,2.108433735,,,,,,,,mg kg-1,4,leaves,1443.821092,,,89.18918919,,,,,,,,mg kg-1,4,Roots,21.31145253,,,6.144578313,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT12.5,Garden soil 87.5% + Technosol 12.5%,7.59,,,,,,,,,,,,,,,,,,,,212.4,,,80,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.071924287,0.238485793,0.029113874,g,45.73990405,,,2.808638679,,,,,,,,mg kg-1,4,leaves,792.6834851,,,17.5,,,,,,,,mg kg-1,4,Roots,25.11213156,,,1.62037037,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT25,Garden soil 75% + Technosol 25%,7.57,,,,,,,,,,,,,,,,,,,,440.9,,,101.2,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.039116756,0.158990529,0.016455671,g,95.96408506,,,14.58333333,,,,,,,,mg kg-1,4,leaves,865.8531003,,,11.99074074,,,,,,,,mg kg-1,4,Roots,42.15243323,,,2.376536617,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT50,Garden soil 50% + Technosol 50%,7.5,,,,,,,,,,,,,,,,,,,,561,,,109.9,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.018927444,0.082018943,0.015189868,g,58.29592878,,,2.700610691,,,,,,,,mg kg-1,4,leaves,1231.707875,,,28.51851852,,,,,,,,mg kg-1,4,Roots,72.64572997,,,2.052462542,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT12.5,Technosol 12.5% + Litter 87.5%,5.44,,,,,,,,,,,,,,,,,,,,949.3,,,169,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.070662476,0.252365938,0.032911341,g,98.65466765,,,1.836416456,,,,,,,,mg kg-1,4,leaves,3024.390244,,,16.2037037,,,,,,,,mg kg-1,4,Roots,74.43942433,,,0.648148148,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT25,Technosol 25% + Litter 75%,6.03,,,,,,,,,,,,,,,,,,,,1119.7,,,199.1,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.065615177,0.205678262,0.017721474,g,107.6233037,,,1.836416456,,,,,,,,mg kg-1,4,leaves,4012.195122,,,18.58024527,,,,,,,,mg kg-1,4,Roots,125.5605346,,,1.08024032,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT50,Technosol 50% + Litter 50%,6.59,,,,,,,,,,,,,,,,,,,,1436.1,,,221,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix viminalis,,,,0.080757132,0.237223983,0.015189868,g,72.64572997,,,2.592592593,,,,,,,,mg kg-1,4,leaves,3756.098119,,,31.8672823,,,,,,,,mg kg-1,4,Roots,118.385634,,,16.41974979,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,T,Technosol,6.91,,,,,,,,,,,,,,,,,,,,1593,,,210.6,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.044094498,0.17401575,0.030303008,g,61.53847865,,,LOD,,,,,,,,mg kg-1,4,leaves,3095.505687,,,413.0136986,,,,,,,,mg kg-1,4,Roots,161.9433493,,,2.5,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,L,Litter,5.6,,,,,,,,,,,,,,,,,,,,24.6,,,3.6,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.023622046,0.092125979,0.007575743,g,LOD,,,LOD,,,,,,,,mg kg-1,4,leaves,2353.933295,,,376.0273973,,,,,,,,mg kg-1,4,Roots,LOD,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT12.5,Garden soil 87.5% + Technosol 12.5%,7.59,,,,,,,,,,,,,,,,,,,,212.4,,,80,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.147435878,0.415384615,0.049367156,g,188.7931034,,,LOD,,,,,,,,mg kg-1,4,leaves,789.1571249,,,67.6471335,,,,,,,,mg kg-1,4,Roots,205.1724006,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT25,Garden soil 75% + Technosol 25%,7.57,,,,,,,,,,,,,,,,,,,,440.9,,,101.2,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.126923077,0.379487199,0.037974691,g,187.9310082,,,LOD,,,,,,,,mg kg-1,4,leaves,1150.60229,,,41.32425756,,,,,,,,mg kg-1,4,Roots,183.6206897,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,GT50,Garden soil 50% + Technosol 50%,7.5,,,,,,,,,,,,,,,,,,,,561,,,109.9,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.132051262,0.417948738,0.040506356,g,216.379284,,,LOD,,,,,,,,mg kg-1,4,leaves,1331.3257,,,80.25209696,,,,,,,,mg kg-1,4,Roots,231.0344696,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT12.5,Technosol 12.5% + Litter 87.5%,5.44,,,,,,,,,,,,,,,,,,,,949.3,,,169,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.029487199,0.123076923,0.008860742,g,173.2758621,,,LOD,,,,,,,,mg kg-1,4,leaves,2234.93944,,,279.4118122,,,,,,,,mg kg-1,4,Roots,267.2413662,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT25,Technosol 25% + Litter 75%,6.03,,,,,,,,,,,,,,,,,,,,1119.7,,,199.1,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.052564122,0.155128186,0.020253149,g,51.72413793,,,LOD,,,,,,,,mg kg-1,4,leaves,2054.216858,,,269.3277607,,,,,,,,mg kg-1,4,Roots,81.03443014,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
253,Sylvain,2016,France,La petite faye,"46 08'37"" N","01 34'23"" E",,20,,,,45,LT50,Technosol 50% + Litter 50%,6.59,,,,,,,,,,,,,,,,,,,,1436.1,,,221,,,,,,,,mg kg-1,4,total,water soluble (soil pore water),,Salix purpurea,,,,0.032051262,0.121794891,0.01645568,g,80.17241379,,,LOD,,,,,,,,mg kg-1,4,leaves,1873.494275,,,102.9411697,,,,,,,,mg kg-1,4,Roots,61.20687024,,,LOD,,,,,,,,mg kg-1,4,Stems,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-218,Salix gmelinii,Salix x smithiana,3 cuttings/pot,,,,,,1.47,40.2,,5.36,386,,,,,,,mg kg-1,,leaves,11.9,11.3,,330,127,,,,,,,mg kg-1,4,Roots,0.495,25.5,,20.4,214,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-150,Salix gmelinii,Salix x smithiana,3 cuttings/pot,,,,,,2.09,36.8,,11.7,352,,,,,,,mg kg-1,,leaves,8.72,11.6,,456,120,,,,,,,mg kg-1,4,Roots,0.594,22.4,,21.8,150,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-519,Salix viminalis,,3 cuttings/pot,,,,,,1.5,21.5,,3.86,276,,,,,,,mg kg-1,,leaves,7.04,8.11,,221,87.7,,,,,,,mg kg-1,4,Roots,0.579,13.8,,7.34,119,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-464,Salix alba,,3 cuttings/pot,,,,,,0.918,30.5,,3.77,278,,,,,,,mg kg-1,,leaves,5,12.9,,439,171,,,,,,,mg kg-1,4,Roots,0.525,20.5,,16.8,233,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-141,Salix alba,Pyramidalis,3 cuttings/pot,,,,,,1.29,30.6,,6.54,460,,,,,,,mg kg-1,,leaves,11.8,20,,274,162,,,,,,,mg kg-1,4,Roots,0.401,24.5,,19.4,192,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-406,Salix gmelinii,Salix dasyclados,3 cuttings/pot,,,,,,0.96,41.7,,11.1,406,,,,,,,mg kg-1,,leaves,5.6,12.1,,445,131,,,,,,,mg kg-1,4,Roots,0.508,23.9,,26.7,225,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,3,,,Cambisol,6.1,,,2.1,%,,,,,,,,,,,,,36.8,mg kg-1,total,37.5,4.73,,1158,180,,,,,,,mg kg-1,,total,,S-391,Salix rubens,,3 cuttings/pot,,,,,,1.23,79.6,,10.8,951,,,,,,,mg kg-1,,leaves,6.97,16.6,,418,132,,,,,,,mg kg-1,4,Roots,0.663,38.9,,27.2,245,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-218,Salix gmelinii,Salix x smithiana,3 cuttings/pot,,,,,,5.94,28.2,,3.88,1908,,,,,,,mg kg-1,,leaves,124,84.6,,306,2562,,,,,,,mg kg-1,4,Roots,6.64,29.4,,4.96,1139,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-150,Salix gmelinii,Salix x smithiana,3 cuttings/pot,,,,,,2.97,39,,2.26,2758,,,,,,,mg kg-1,,leaves,170,74.5,,411,2597,,,,,,,mg kg-1,4,Roots,6.7,27.7,,11.2,1090,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-519,Salix viminalis,,3 cuttings/pot,,,,,,1.8,34.9,,1.21,2291,,,,,,,mg kg-1,,leaves,176,63.4,,370,2544,,,,,,,mg kg-1,4,Roots,2.98,23.8,,7.88,830,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-464,Salix alba,,3 cuttings/pot,,,,,,1.12,11.7,,0.616,1405,,,,,,,mg kg-1,,leaves,108,53.8,,168,1736,,,,,,,mg kg-1,4,Roots,0.65,9.54,,2.67,537,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-141,Salix alba,Pyramidalis',3 cuttings/pot,,,,,,2.43,67.3,,4.63,2607,,,,,,,mg kg-1,,leaves,156,95,,314,2272,,,,,,,mg kg-1,4,Roots,1.66,54.6,,6.45,1095,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-406,Salix gmelinii,Salix dasyclados,3 cuttings/pot,,,,,,2.34,77.4,,4.62,2498,,,,,,,mg kg-1,,leaves,229,111,,285,2918,,,,,,,mg kg-1,4,Roots,3.76,73.2,,17.2,1496,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
1008,Tlustos,2007,Czech Republic,Litavka River,,,,,,,2,,,Fluvisol,5.3,,,1.8,%,,,,,,,,,,,,,58.8,mg kg-1,total,64.1,30.5,,2297,3718,,,,,,,mg kg-1,,total,,S-391,Salix rubens,,3 cuttings/pot,,,,,,3.84,163,,1.84,3991,,,,,,,mg kg-1,,leaves,177,128,,674,3216,,,,,,,mg kg-1,4,Roots,2.81,75.3,,4.95,1157,,,,,,,mg kg-1,4,Twigs,,,,,,,,,,,,,,,
21,Tozser,2018,Hungary,Debrecen city,"47 29'000"" N","21 35'738"" E",,,9.8,570,3,,Moderately contaminated 1 (northern),,7.7,6.3,%,,,,,,,,,,,,,,,,,,,0.7,35.3,27.4,153,,23.8,,396,129,,mg kg-1,27,total,,,Salix viminalis,,total: 5800 cuttings in 5 x 8 m,,,,,,,1.19,7.58,0.08,619,,0.9,,171,0.3,,mg kg-1,18,leaves,,1.56,22.7,1.77,234,,2.92,,56.1,5.62,,mg kg-1,18,Roots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
