user_supplied_name	submitted_name	matched_name2	score	implement	alternative	dupl
 Pteridium aquilinum	NA	NA	NA			
 Athyrium filix-femina	NA	NA	NA			
 Centaurea nigra	NA	NA	NA			
 Hypericum perforatum	NA	NA	NA			
 Digitalis thapsi	NA	NA	NA			
 Aira caryophyllea	NA	NA	NA			
 Glyceria fluitans	NA	NA	NA			
 Diplotaxis erucoides	NA	NA	NA			
 Daucus carota	NA	NA	NA			
 Silene latifolia	NA	NA	NA			
 Cytisus scoparius	NA	NA	NA			
 Cytisus oromediterraneus	NA	NA	NA			
 Genista cinerascens	NA	NA	NA			
 Adenocarpus complicatus	NA	NA	NA			
 Thymus mastichina	NA	NA	NA			
 Santolina rosmarinifolia	NA	NA	NA			
 Frangula alnus	NA	NA	NA			
 Betula pendula	NA	NA	NA			
 Erica arborea	NA	NA	NA			
 Salix atrocinerea	NA	NA	NA			
Convolvus arvensis	NA	NA	NA			
Dichantum annulatum	NA	NA	NA			
Arva javanica	NA	NA	NA			
Onopordon acanthium	NA	NA	NA			
H. suaeulance	NA	NA	NA			
A. indica	NA	NA	NA			
C. bunplandianus	NA	NA	NA			
S. celearis	NA	NA	NA			
Setairaviridis	NA	NA	NA			
Anemone Vitifolia	NA	NA	NA			
Garden burnet	NA	NA	NA			
Llex plyneura	NA	NA	NA			
Trifdium repensl	NA	NA	NA			
