covidence	author	year	country	location	latitude	longitude	climate	expe_t	mat	map	map_units	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_type	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density	units_density	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba_1	cd_ba_1	cu_ba_1	pb_ba_1	zn_ba_1	se_ba_1	ni_ba_1	co_ba_1	mn_ba_1	cr_ba_1	hg_ba_1	units_te_ba_1	n_te_ba_1	organs_ba_1	as_ba_2	cd_ba_2	cu_ba_2	pb_ba_2	zn_ba_2	se_ba_2	ni_ba_2	co_ba_2	mn_ba_2	cr_ba_2	hg_ba_2	units_te_ba_2	n_te_ba_2	organs_ba_2	as_ba_3	cd_ba_3	cu_ba_3	pb_ba_3	zn_ba_3	se_ba_3	ni_ba_3	co_ba_3	mn_ba_3	cr_ba_3	hg_ba_3	units_te_ba_3	n_te_ba_3	organs_ba_3	comments	implement	s	b	ba	ba_1	ba_2
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Persian Ziziphora	Ziziphora clinopodioides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.73113341	NA	124.5335214	NA	NA	NA	32.93222004	NA	NA	mg kg-1	12	shoots	NA	NA	85.36032205	NA	916.9315463	NA	NA	NA	343.2649804	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Bijar Cousinia	Cousinia bijarensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.42722685	NA	48.39204946	NA	NA	NA	13.27971513	NA	NA	mg kg-1	12	shoots	NA	NA	85.26393378	NA	38.63230839	NA	NA	NA	915.4715128	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Congested Thistle	Cirsium congestum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.61864263	NA	71.88126755	NA	NA	NA	166.0240668	NA	NA	mg kg-1	12	shoots	NA	NA	114.4809208	NA	800.1051219	NA	NA	NA	129.0582024	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Oriental Scarlet	Scariola orientalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.43198957	NA	117.2524448	NA	NA	NA	80.87549116	NA	NA	mg kg-1	12	shoots	NA	NA	95.44423655	NA	1210.556455	NA	NA	NA	897.1267191	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Rush Chondrilla	Chondrila juncea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.8573454	NA	117.1168928	NA	NA	NA	59.32588409	NA	NA	mg kg-1	12	shoots	NA	NA	134.192323	NA	84.29395411	NA	NA	NA	1055.249263	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Jacquemont's Melic Grass	Melica jacquemontii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.3423485	NA	129.9362353	NA	NA	NA	32.28757367	NA	NA	mg kg-1	12	shoots	NA	NA	128.8569485	NA	109.7196288	NA	NA	NA	133.1286837	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
2632	Nouri	2009	Iran	Hamadan	34°55′N	48°9′E	Semi-arid	NA	NA	NA	NA	Hame Kasi Mine	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	mS cm−1	NA	NA	NA	NA	NA	84.5	mg kg-1	Total	NA	NA	488.4	NA	1955.5	NA	NA	NA	459.5	NA	NA	mg kg-1	12	Total	NA	Showy Mullein	Verbascum speciosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145.3308386	NA	129.2584755	NA	NA	NA	41.99410609	NA	NA	mg kg-1	12	shoots	NA	NA	148.491807	NA	1094.291603	NA	NA	NA	543.4921415	NA	NA	mg kg-1	12	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Holly leaf Eryngo	Eryngium ilicifolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	25.48	0.73	63.79	NA	NA	NA	NA	1.09	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Three-cornered Leek	Eryngium triquetrum	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	18.77	0.37	61.59	NA	NA	NA	NA	1.52	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Dwarf Carline Thistle	Carlina acaulia subsp caulescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	18.7	0	71.72	NA	NA	NA	NA	0.67	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Safflower	Carthamus lanatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	20.63	1.04	72.96	NA	NA	NA	NA	0.94	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Arabian Cotton Thistle	Cladanthus arabicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	17.24	2.48	90.4	NA	NA	NA	NA	9.24	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Spiny Globe Thistle	Echinops spinosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	29.19	0	175.35	NA	NA	NA	NA	0.73	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Rough Hawkbit	Leontodon hispidilus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	19.01	5.95	85.52	NA	NA	NA	NA	2.51	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Spanish Oysterplant	Scolymus hispanicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	15.6	1.08	58.32	NA	NA	NA	NA	2.53	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Soft Brome	Bromus hordeaceus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	14.63	1.92	39.38	NA	NA	NA	NA	4.51	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Red Brome	Bromus rubens	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	15.99	1.63	58.66	NA	NA	NA	NA	4.58	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Golden Tufted Grass	Lamarckia aurea	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	17.15	1.57	66.85	NA	NA	NA	NA	4.04	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Cape Needle Grass	Stipa capensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	12.42	0	33.52	NA	NA	NA	NA	3.95	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3510	Nouri	2016	Morocco	Ait Ammar	33°04′N	6°38′W	Semi-arid	NA	NA	NA	NA	NA	Sandstone-shale	7.02	1.8	%	1.0455	%	NA	NA	NA	NA	NA	0.0882	mS cm−1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	44.9	7.24	104.25	NA	NA	NA	NA	130.39	NA	mg kg-1	4	Total	NA	Water Buttercup	Ranunculus peltatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	5.33	16.4	67.86	NA	NA	NA	NA	2.35	NA	mg kg-1	4	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
5614	Olama	2014	Iran	Shiraz	NA	NA	Hot semi-arid	NA	NA	NA	NA	Zn0	Bulk calcareous	7.7	2.14	%	NA	NA	Loam	NA	%	NA	%	0.056	mS cm−1	8.4	cmolc kg-1	500	mg kg−1	Total	11.4	mg kg-1	Available	NA	NA	0.53	NA	0.57	NA	NA	NA	4.74	NA	NA	mg kg-1	3	DTPA extractable	NA	Rapeseed	Brassica napus	Licord	12	plants/pot	NA	NA	NA	NA	NA	NA	NA	10.71	NA	18.33	NA	NA	NA	51.52	NA	NA	mg kg-1	3	shoots	NA	NA	17.72	NA	30.11	NA	NA	NA	69.55	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
5614	Olama	2014	Iran	Shiraz	NA	NA	Hot semi-arid	NA	NA	NA	NA	Zn0	Bulk calcareous	7.7	2.14	%	NA	NA	Loam	NA	%	NA	%	0.056	mS cm−1	8.4	cmolc kg-1	500	mg kg−1	Total	11.4	mg kg-1	Available	NA	NA	0.53	NA	0.57	NA	NA	NA	4.74	NA	NA	mg kg-1	3	DTPA extractable	NA	Rapeseed	Brassica napus	Modena	12	plants/pot	NA	NA	NA	NA	NA	NA	NA	10.72	NA	24.55	NA	NA	NA	66.86	NA	NA	mg kg-1	3	shoots	NA	NA	22.64	NA	33.16	NA	NA	NA	85.33	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1700	Padmavathiamma	2010	Canada	Surrey	NA	NA	Marine west coast	NA	NA	NA	NA	Ba	Luvisolic Humoferric Podsol	5.2	NA	NA	1.5	%	Sandy clay loam	NA	%	NA	%	0.061	mS cm−1	NA	NA	NA	NA	NA	10.4	mg kg-1	Available	NA	NA	80	146	148	NA	NA	NA	408	NA	NA	mg kg-1	3	Total	NA	Ryegrass	Lolium perenne	NA	0.5	g/pot	0.71	NA	NA	NA	g	NA	NA	46.31578313	NA	315.7894578	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	92.46685153	NA	509.0527787	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	0.52	NA	NA	NA
1700	Padmavathiamma	2010	Canada	Surrey	NA	NA	Marine west coast	NA	NA	NA	NA	Ba	Luvisolic Humoferric Podsol	5.2	NA	NA	1.5	%	Sandy clay loam	NA	%	NA	%	0.061	mS cm−1	NA	NA	NA	NA	NA	10.4	mg kg-1	Available	NA	NA	80	146	148	NA	NA	NA	408	NA	NA	mg kg-1	3	Total	NA	Red fescue	Festuca rubra	NA	0.5	g/pot	0.42	NA	NA	NA	g	NA	NA	53.33335993	NA	517.6471644	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	113.2629161	NA	572.1766977	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	0.28	NA	NA	NA
1700	Padmavathiamma	2010	Canada	Surrey	NA	NA	Marine west coast	NA	NA	NA	NA	Ba	Luvisolic Humoferric Podsol	5.2	NA	NA	1.5	%	Sandy clay loam	NA	%	NA	%	0.061	mS cm−1	NA	NA	NA	NA	NA	10.4	mg kg-1	Available	NA	NA	80	146	148	NA	NA	NA	408	NA	NA	mg kg-1	3	Total	NA	Blue grass	Poa pratensis	NA	0.5	g/pot	0.52	NA	NA	NA	g	NA	NA	46.31582646	NA	419.7532643	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	90.48997662	NA	503.8498579	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	0.5	NA	NA	NA
3013	Padmavathiamma	2012	Canada	Delta	NA	NA	Temperate	NA	NA	NA	NA	T0 summer	Humic Luvic Gleysol	5.359889842	4.5	%	NA	NA	Silty clay loam	NA	%	NA	%	0.0742021558	mS cm−1	22	cmolc kg-1	3000	mg kg−1	Total	6.1	mg kg-1	Available	NA	NA	65	98	175	NA	NA	NA	210	NA	NA	mg kg-1	3	Total	Exchangable, organic, residual fractions	Ryegrass	Lolium perenne	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	9	50	NA	NA	NA	35	NA	NA	mg kg-1	3	shoots	NA	NA	51	24	63	NA	NA	NA	65	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3013	Padmavathiamma	2012	Canada	Delta	NA	NA	Temperate	NA	NA	NA	NA	T0 autumn	Humic Luvic Gleysol	5.215146734	4.5	%	NA	NA	Silty clay loam	NA	%	NA	%	0.0679055785	mS cm−1	22	cmolc kg-1	3000	mg kg−1	Total	6.1	mg kg-1	Available	NA	NA	65	98	175	NA	NA	NA	210	NA	NA	mg kg-1	3	Total	Exchangable, organic, residual fractions	Red fescue	Festuca rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	7	51	NA	NA	NA	76	NA	NA	mg kg-1	3	shoots	NA	NA	86	19	69	NA	NA	NA	87	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
